id,text,sentiment,domain
3316,"हे घड्याळ अत्यंत सुंदर आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
3317,"हे स्मार्टवॉच मजबूत आहे, माझा अनुभव चांगले होता.",Positive,तंत्रज्ञान
3318,हा चार्जर काहीसा वेगळा माझ्याकडे आहे.,Neutral,तंत्रज्ञान
3319,"ही योजना त्रासदायक आहे, माझा अनुभव खूप वाईट होता.",Negative,सरकारी सेवा
3320,"हे घर एकदम भारी आहे, मला खूप आवडले.",Positive,स्थावर मालमत्ता
3321,"हा पेन लाजवाब आहे, वापरताना आनंद मिळतो.",Positive,शिक्षण
3322,"हा चार्जर सर्वोत्कृष्ट आहे, माझ्या अपेक्षेपेक्षा चांगला निघाला.",Positive,तंत्रज्ञान
3323,ही खुर्ची ठीक दिसतो.,Neutral,ऑनलाइन व्यापार
3324,हा कॅमेरा स्थानिक असा आहे.,Neutral,तंत्रज्ञान
3325,हे घड्याळ हलका असा आहे.,Neutral,ऑनलाइन व्यापार
3326,"ही सायकल पैसे वाया घालवणारा आहे, माझा अनुभव खूप वाईट होता.",Negative,वाहतूक
3327,हे अॅप लहान असल्याची माहिती मिळाली आहे.,Neutral,तंत्रज्ञान
3328,"हा पंखा किफायतशीर आहे, माझा अनुभव चांगला होता.",Positive,ऑनलाइन व्यापार
3329,"ही कंपनी खूप कंटाळवाणा आहे, त्यामुळे मी निराश झालो.",Negative,व्यवसाय
3330,"हा मोबाईल मजबूत आहे, माझ्या अपेक्षेपेक्षा चांगला निघाला.",Positive,तंत्रज्ञान
3331,"ही सायकल खूप सुंदर आहे, नक्की खरेदी करा.",Positive,वाहतूक
3332,हे कपाट लहान असा आहे.,Neutral,ऑनलाइन व्यापार
3333,"ही छत्री लाजवाब आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
3334,हा टीव्ही बऱ्यापैकी माझ्याकडे आहे.,Neutral,तंत्रज्ञान
3335,"हा चार्जर खूप महाग आहे, त्यामुळे मी निराश झालो.",Negative,तंत्रज्ञान
3336,हा संगणक महाग असा आहे.,Neutral,तंत्रज्ञान
3337,"हे घर बकवास आहे, माझी फसवणूक झाली असे वाटते.",Negative,स्थावर मालमत्ता
3338,ही बाटली स्वस्त असून सर्वांना परिचयाचा आहे.,Neutral,ऑनलाइन व्यापार
3339,"हे जेवण अजिबात चांगले नाही आहे, कृपया यापासून दूर राहा.",Negative,अन्न
3340,ही कथा स्थानिक आहे.,Neutral,मनोरंजन
3341,"हा पेन अपेक्षेपेक्षा खराब आहे, सतत बिघडत असतो.",Negative,शिक्षण
3342,ही वेबसिरीज हलका असल्याचे समजते.,Neutral,मनोरंजन
3343,ही छत्री ठीक दिसतो.,Neutral,ऑनलाइन व्यापार
3344,"ही कंपनी अत्यंत संथ आहे, मला अजिबात आवडली नाही.",Negative,व्यवसाय
3345,"हा टी-शर्ट खूप उपयुक्त आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
3346,"हे कपाट निकृष्ट दर्जाचा आहे, माझा अनुभव खूप वाईट होता.",Negative,ऑनलाइन व्यापार
3347,"ही बाटली मस्त आहे, सर्वांनाच आवडेल.",Positive,ऑनलाइन व्यापार
3348,हा खेळ लाल रंगाचा दिसतो.,Neutral,क्रीडा
3349,"ही शाळा खराब आहे, माझी फसवणूक झाली असे वाटते.",Negative,शिक्षण
3350,"हा सोफा भरवशाचा आहे, मला खूप आवडला.",Positive,ऑनलाइन व्यापार
3351,"हे हॉटेल भरवशाचा आहे, माझ्या अपेक्षेपेक्षा चांगले निघाले.",Positive,प्रवास
3352,हा सोफा ठीक माझ्याकडे आहे.,Neutral,ऑनलाइन व्यापार
3353,हे कुलूप पांढऱ्या रंगाचे दिसतो.,Neutral,ऑनलाइन व्यापार
3354,ही योजना ठीक असे म्हणता येईल.,Neutral,सरकारी सेवा
3355,ही कथा जड आहे.,Neutral,मनोरंजन
3356,"हे घड्याळ त्रासदायक आहे, सतत बिघडत असतो.",Negative,ऑनलाइन व्यापार
3357,"हा फ्रिज कुचकामी आहे, मला अजिबात आवडला नाही.",Negative,ऑनलाइन व्यापार
3358,"हा चित्रपट अप्रतिम आहे, सर्वांनाच आवडेल.",Positive,मनोरंजन
3359,हा सोफा वापरायला सोपा माझ्याकडे आहे.,Neutral,ऑनलाइन व्यापार
3360,"ही कार अत्यंत सुंदर आहे, पैशाचे चीज झाले.",Positive,वाहतूक
3361,हा चार्जर सरासरी असून सर्वांना परिचयाचा आहे.,Neutral,तंत्रज्ञान
3362,हे पाकीट उपलब्ध असल्याचे पाहायला मिळते.,Neutral,ऑनलाइन व्यापार
3363,"हे जॅकेट एकदम थर्ड क्लास आहे, माझा अनुभव खूप वाईट होता.",Negative,ऑनलाइन व्यापार
3364,"ही शाळा अत्यंत संथ आहे, सतत बिघडत असतो.",Negative,शिक्षण
3365,हे पाकीट जड असा आहे.,Neutral,ऑनलाइन व्यापार
3366,ही कार जड असल्याचे पाहायला मिळते.,Neutral,वाहतूक
3367,"ही छत्री खूप उपयुक्त आहे, माझ्या अपेक्षेपेक्षा चांगली निघाली.",Positive,ऑनलाइन व्यापार
3368,हा टी-शर्ट उपलब्ध असल्याचे समजते.,Neutral,ऑनलाइन व्यापार
3369,"ही बॅग कमकुवत आहे, कोणीही घेऊ नका.",Negative,ऑनलाइन व्यापार
3370,"ही सायकल अतिशय निकृष्ट आहे, माझी फसवणूक झाली असे वाटते.",Negative,वाहतूक
3371,"ही टोपी खूपच चांगली आहे, माझा अनुभव चांगली होता.",Positive,ऑनलाइन व्यापार
3372,ही कथा मोठा माझ्याकडे आहे.,Neutral,मनोरंजन
3373,ही ट्रेन लहान असे म्हणता येईल.,Neutral,वाहतूक
3374,"ही खुर्ची मस्त आहे, मला खूप आवडली.",Positive,ऑनलाइन व्यापार
3375,हा फ्रिज बऱ्यापैकी असून आजच बाजारात आला आहे.,Neutral,ऑनलाइन व्यापार
3376,"ही कार खूप वाईट आहे, त्यामुळे मी निराश झालो.",Negative,वाहतूक
3377,"हे हॉटेल टाकाऊ आहे, माझा अनुभव खूप वाईट होता.",Negative,प्रवास
3378,"ही टोपी एकदम भारी आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,ऑनलाइन व्यापार
3379,ही कादंबरी सरासरी आहे.,Neutral,मनोरंजन
3380,"हे पत्र मस्त आहे, मला खूप आवडले.",Positive,संवाद
3381,"ही बॅग बोगस आहे, वापरणे खूप कठीण जाते.",Negative,ऑनलाइन व्यापार
3382,हा प्रकल्प काळ्या रंगाचा असल्याची माहिती मिळाली आहे.,Neutral,शिक्षण
3383,"हा कॅमेरा खूपच चांगला आहे, वापरताना आनंद मिळतो.",Positive,तंत्रज्ञान
3384,हे दप्तर हलका आहे.,Neutral,शिक्षण
3385,ही छत्री नेहमीसारखा असा आहे.,Neutral,ऑनलाइन व्यापार
3386,ही छत्री नवीन आहे.,Neutral,ऑनलाइन व्यापार
3387,हे कुलूप सरासरी असल्याचे पाहायला मिळते.,Neutral,ऑनलाइन व्यापार
3388,"ही बाटली अतिशय आरामदायक आहे, पैशाचे चीज झाले.",Positive,ऑनलाइन व्यापार
3389,"हा प्रकल्प खूप वाईट आहे, त्यामुळे मी निराश झालो.",Negative,शिक्षण
3390,"हे पत्र पैसे वाया घालवणारा आहे, सतत बिघडत असतो.",Negative,संवाद
3391,"हे दप्तर खूप सदोष आहे, कृपया यापासून दूर राहा.",Negative,शिक्षण
3392,"हा फ्रिज अतिशय दर्जेदार आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
3393,"हे घड्याळ अपेक्षेपेक्षा खराब आहे, मी अजिबात समाधानी नाही.",Negative,ऑनलाइन व्यापार
3394,हे अॅप साधारण असे म्हणता येईल.,Neutral,तंत्रज्ञान
3395,"हा चष्मा भरवशाचा आहे, माझा अनुभव चांगला होता.",Positive,ऑनलाइन व्यापार
3396,ही सायकल नेहमीसारखा असून आजच बाजारात आला आहे.,Neutral,वाहतूक
3397,"हे दप्तर बोगस आहे, मी अजिबात समाधानी नाही.",Negative,शिक्षण
3398,"ही छत्री लाजवाब आहे, माझ्या अपेक्षेपेक्षा चांगली निघाली.",Positive,ऑनलाइन व्यापार
3399,ही सायकल उपलब्ध माझ्याकडे आहे.,Neutral,वाहतूक
3400,"ही कथा खराब प्रतीचा आहे, पैसे पूर्ण वाया गेले.",Negative,मनोरंजन
3401,"हा प्रकल्प निराशाजनक आहे, त्यामुळे मी निराश झालो.",Negative,शिक्षण
3402,"हे जेवण भरवशाचा आहे, सर्वांनाच आवडेल.",Positive,अन्न
3403,"हे स्मार्टवॉच बोगस आहे, सतत बिघडत असतो.",Negative,तंत्रज्ञान
3404,हा शर्ट सरासरी असून सर्वांना परिचयाचा आहे.,Neutral,ऑनलाइन व्यापार
3405,ही टोपी बऱ्यापैकी आहे.,Neutral,ऑनलाइन व्यापार
3406,ही ट्रेन वापरायला सोपा असल्याचे समजते.,Neutral,वाहतूक
3407,"हा सोफा उत्कृष्ट आहे, माझ्या अपेक्षेपेक्षा चांगला निघाला.",Positive,ऑनलाइन व्यापार
3408,"ही कथा पैसे वाया घालवणारा आहे, कृपया यापासून दूर राहा.",Negative,मनोरंजन
3409,हा फ्रिज वापरायला सोपा असल्याचे पाहायला मिळते.,Neutral,ऑनलाइन व्यापार
3410,ही कार स्थानिक दिसतो.,Neutral,वाहतूक
3411,"ही कविता अतिशय निरुपयोगी आहे, माझी फसवणूक झाली असे वाटते.",Negative,मनोरंजन
3412,ही कथा ठीक असल्याची माहिती मिळाली आहे.,Neutral,मनोरंजन
3413,"ही कविता खूप वेगाने चालणारा आहे, मला खूप आवडली.",Positive,मनोरंजन
3414,"हा अभ्यासक्रम अत्यंत सुंदर आहे, सर्वांनाच आवडेल.",Positive,शिक्षण
3415,"ही पिशवी एकदम थर्ड क्लास आहे, माझी फसवणूक झाली असे वाटते.",Negative,ऑनलाइन व्यापार
3416,"हा चित्रपट दर्जेदार आहे, माझा अनुभव चांगला होता.",Positive,मनोरंजन
3417,"हा टीव्ही खूप वाईट आहे, माझा अनुभव खूप वाईट होता.",Negative,तंत्रज्ञान
3418,हा टीव्ही महाग असल्याचे समजते.,Neutral,तंत्रज्ञान
3419,हे घड्याळ निळ्या रंगाचे असल्याची माहिती मिळाली आहे.,Neutral,ऑनलाइन व्यापार
3420,हा अभ्यासक्रम निळ्या रंगाचा माझ्याकडे आहे.,Neutral,शिक्षण
3421,"हे पुस्तक अत्यंत सुंदर आहे, पैशाचे चीज झाले.",Positive,शिक्षण
3422,"हे दप्तर त्रासदायक आहे, कोणीही घेऊ नका.",Negative,शिक्षण
3423,"ही छत्री एकदम उत्तम आहे, मी पूर्णपणे समाधानी आहे.",Positive,ऑनलाइन व्यापार
3424,ही कंपनी विदेशी असल्याचे समजते.,Neutral,व्यवसाय
3425,"हे जॅकेट टाकाऊ आहे, त्यामुळे मी निराश झालो.",Negative,ऑनलाइन व्यापार
3426,"ही सेवा मजबूत आहे, त्यामुळे मी खुश आहे.",Positive,ग्राहक सेवा
3427,हे घर ठीक माझ्याकडे आहे.,Neutral,स्थावर मालमत्ता
3428,"हे पुस्तक अतिशय उपयोगी आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,शिक्षण
3429,"हा कॅमेरा वाखाणण्याजोगा आहे, माझा अनुभव चांगला होता.",Positive,तंत्रज्ञान
3430,"हे कुलूप दर्जेदार आहे, माझा अनुभव चांगले होता.",Positive,ऑनलाइन व्यापार
3431,"हे अॅप खूप वाईट आहे, माझा अनुभव खूप वाईट होता.",Negative,तंत्रज्ञान
3432,"हा चित्रपट अतिशय निकृष्ट आहे, माझा अनुभव खूप वाईट होता.",Negative,मनोरंजन
3433,"ही बॅग भरवशाचा आहे, मी पूर्णपणे समाधानी आहे.",Positive,ऑनलाइन व्यापार
3434,"हा चित्रपट कमकुवत आहे, सतत बिघडत असतो.",Negative,मनोरंजन
3435,"हा खेळ खूपच चांगला आहे, नक्की खरेदी करा.",Positive,क्रीडा
3436,"ही कथा अप्रतिम आहे, नक्की खरेदी करा.",Positive,मनोरंजन
3437,हा खेळ निळ्या रंगाचा दिसतो.,Neutral,क्रीडा
3438,"ही ट्रेन वाखाणण्याजोगा आहे, मला खूप आवडली.",Positive,वाहतूक
3439,"ही ट्रेन तुटलेला आहे, वापरणे खूप कठीण जाते.",Negative,वाहतूक
3440,"हे घड्याळ कमकुवत आहे, मला अजिबात आवडले नाही.",Negative,ऑनलाइन व्यापार
3441,"हा टीव्ही पैसे वाया घालवणारा आहे, कृपया यापासून दूर राहा.",Negative,तंत्रज्ञान
3442,ही बाटली वापरायला सोपा आहे.,Neutral,ऑनलाइन व्यापार
3443,हा संगणक नवीन असल्याचे पाहायला मिळते.,Neutral,तंत्रज्ञान
3444,ही कादंबरी बऱ्यापैकी असा आहे.,Neutral,मनोरंजन
3445,"हा डबा एकदम भारी आहे, मी पूर्णपणे समाधानी आहे.",Positive,ऑनलाइन व्यापार
3446,हा अभ्यासक्रम सरासरी असल्याची माहिती मिळाली आहे.,Neutral,शिक्षण
3447,"हा प्रकल्प किफायतशीर आहे, मला खूप आवडला.",Positive,शिक्षण
3448,ही शाळा सरासरी असे म्हणता येईल.,Neutral,शिक्षण
3449,"ही वेबसिरीज दर्जेदार आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,मनोरंजन
3450,"ही योजना खराब प्रतीचा आहे, सतत बिघडत असतो.",Negative,सरकारी सेवा
3451,"ही योजना खूप उपयुक्त आहे, सर्वांनाच आवडेल.",Positive,सरकारी सेवा
3452,"हे घर मनमोहक आहे, माझा अनुभव चांगले होता.",Positive,स्थावर मालमत्ता
3453,"ही छत्री अतिशय निरुपयोगी आहे, कोणीही घेऊ नका.",Negative,ऑनलाइन व्यापार
3454,"हा पंखा अजिबात चांगला नाही आहे, सतत बिघडत असतो.",Negative,ऑनलाइन व्यापार
3455,"हे स्मार्टवॉच खूप छान आहे, नक्की खरेदी करा.",Positive,तंत्रज्ञान
3456,"हा संगणक खूप छान आहे, सर्वांनाच आवडेल.",Positive,तंत्रज्ञान
3457,हा टी-शर्ट सरासरी असून आजच बाजारात आला आहे.,Neutral,ऑनलाइन व्यापार
3458,ही बॅग स्थानिक असा आहे.,Neutral,ऑनलाइन व्यापार
3459,ही कविता लहान असल्याचे पाहायला मिळते.,Neutral,मनोरंजन
3460,"हे जेवण खूप महाग आहे, कृपया यापासून दूर राहा.",Negative,अन्न
3461,"हा मोबाईल अतिशय निरुपयोगी आहे, वापरणे खूप कठीण जाते.",Negative,तंत्रज्ञान
3462,ही कार नवीन असल्याचे समजते.,Neutral,वाहतूक
3463,हा खेळ ठीकठाक असल्याची माहिती मिळाली आहे.,Neutral,क्रीडा
3464,ही कथा हलका आहे.,Neutral,मनोरंजन
3465,ही कंपनी ठीक दिसतो.,Neutral,व्यवसाय
3466,"ही शाळा आकर्षक आहे, सर्वांनाच आवडेल.",Positive,शिक्षण
3467,ही बाटली ठीक असल्याचे पाहायला मिळते.,Neutral,ऑनलाइन व्यापार
3468,हे जेवण स्वस्त असून सर्वांना परिचयाचा आहे.,Neutral,अन्न
3469,"हा अभ्यासक्रम खूप महाग आहे, मी अजिबात समाधानी नाही.",Negative,शिक्षण
3470,ही सायकल जुना दिसतो.,Neutral,वाहतूक
3471,"हा लॅपटॉप बकवास आहे, त्यामुळे मी निराश झालो.",Negative,तंत्रज्ञान
3472,"हे घर खूप महाग आहे, कृपया यापासून दूर राहा.",Negative,स्थावर मालमत्ता
3473,"ही सेवा खूप उपयुक्त आहे, सर्वांनाच आवडेल.",Positive,ग्राहक सेवा
3474,हे कुलूप वापरायला सोपा असून आजच बाजारात आला आहे.,Neutral,ऑनलाइन व्यापार
3475,"ही वेबसिरीज अचूक आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,मनोरंजन
3476,"हा संगणक अप्रतिम आहे, माझ्या अपेक्षेपेक्षा चांगला निघाला.",Positive,तंत्रज्ञान
3477,"हा लॅपटॉप खूप छान आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,तंत्रज्ञान
3478,"ही छत्री अतिशय आरामदायक आहे, मला खूप आवडली.",Positive,ऑनलाइन व्यापार
3479,ही सायकल लाल रंगाची असून सर्वांना परिचयाचा आहे.,Neutral,वाहतूक
3480,"हा पंखा अतिशय उपयोगी आहे, त्यामुळे मी खुश आहे.",Positive,ऑनलाइन व्यापार
3481,"हा टी-शर्ट अतिशय निरुपयोगी आहे, कोणीही घेऊ नका.",Negative,ऑनलाइन व्यापार
3482,"ही सेवा अप्रतिम आहे, मला खूप आवडली.",Positive,ग्राहक सेवा
3483,ही बाटली काहीसा वेगळा माझ्याकडे आहे.,Neutral,ऑनलाइन व्यापार
3484,"हा खेळ कमकुवत आहे, सतत बिघडत असतो.",Negative,क्रीडा
3485,"ही कादंबरी टाकाऊ आहे, पैसे पूर्ण वाया गेले.",Negative,मनोरंजन
3486,"ही कथा सर्वोत्कृष्ट आहे, मला खूप आवडली.",Positive,मनोरंजन
3487,"हा फ्रिज अजिबात चांगला नाही आहे, माझा अनुभव खूप वाईट होता.",Negative,ऑनलाइन व्यापार
3488,"हा फ्रिज त्रासदायक आहे, वापरणे खूप कठीण जाते.",Negative,ऑनलाइन व्यापार
3489,"ही बाटली एकदम उत्तम आहे, पैशाचे चीज झाले.",Positive,ऑनलाइन व्यापार
3490,"हा लॅपटॉप निकृष्ट दर्जाचा आहे, कृपया यापासून दूर राहा.",Negative,तंत्रज्ञान
3491,"हे हॉटेल वाखाणण्याजोगा आहे, नक्की खरेदी करा.",Positive,प्रवास
3492,हा लॅपटॉप सरासरी दिसतो.,Neutral,तंत्रज्ञान
3493,हे चित्र उपलब्ध दिसतो.,Neutral,मनोरंजन
3494,हा संगणक मोठा आहे.,Neutral,तंत्रज्ञान
3495,"ही कथा अतिशय निरुपयोगी आहे, मला अजिबात आवडली नाही.",Negative,मनोरंजन
3496,"ही कविता अपेक्षेपेक्षा खराब आहे, पैसे पूर्ण वाया गेले.",Negative,मनोरंजन
3497,ही पिशवी सरासरी असून आजच बाजारात आला आहे.,Neutral,ऑनलाइन व्यापार
3498,"हे स्मार्टवॉच अतिशय निकृष्ट आहे, पैसे पूर्ण वाया गेले.",Negative,तंत्रज्ञान
3499,हे पुस्तक ऑनलाईन मिळणारा असल्याचे पाहायला मिळते.,Neutral,शिक्षण
3500,"हा कॅमेरा मजबूत आहे, पैशाचे चीज झाले.",Positive,तंत्रज्ञान
3501,"ही छत्री अचूक आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
3502,हे घर जड असा आहे.,Neutral,स्थावर मालमत्ता
3503,"ही शाळा एकदम उत्तम आहे, मला खूप आवडली.",Positive,शिक्षण
3504,"हा शर्ट खूप सदोष आहे, पैसे पूर्ण वाया गेले.",Negative,ऑनलाइन व्यापार
3505,"ही खुर्ची खराब आहे, माझा अनुभव खूप वाईट होता.",Negative,ऑनलाइन व्यापार
3506,"ही योजना मनमोहक आहे, नक्की खरेदी करा.",Positive,सरकारी सेवा
3507,"ही बॅग अपेक्षेपेक्षा खराब आहे, त्यामुळे मी निराश झालो.",Negative,ऑनलाइन व्यापार
3508,"ही वेबसिरीज टाकाऊ आहे, माझा अनुभव खूप वाईट होता.",Negative,मनोरंजन
3509,"हा अभ्यासक्रम खूप छान आहे, माझा अनुभव चांगला होता.",Positive,शिक्षण
3510,हे नाटक जड असा आहे.,Neutral,मनोरंजन
3511,"हा टी-शर्ट किफायतशीर आहे, सर्वांनाच आवडेल.",Positive,ऑनलाइन व्यापार
3512,"ही टोपी बकवास आहे, मी अजिबात समाधानी नाही.",Negative,ऑनलाइन व्यापार
3513,"हा डबा बकवास आहे, कृपया यापासून दूर राहा.",Negative,ऑनलाइन व्यापार
3514,"हा पंखा निराशाजनक आहे, मला अजिबात आवडला नाही.",Negative,ऑनलाइन व्यापार
3515,"ही छत्री अत्यंत संथ आहे, त्यामुळे मी निराश झालो.",Negative,ऑनलाइन व्यापार
3516,"ही शाळा एकदम थर्ड क्लास आहे, त्यामुळे मी निराश झालो.",Negative,शिक्षण
3517,"हे घड्याळ खूप छान आहे, त्यामुळे मी खुश आहे.",Positive,ऑनलाइन व्यापार
3518,"हा चार्जर खूप कंटाळवाणा आहे, सतत बिघडत असतो.",Negative,तंत्रज्ञान
3519,ही कंपनी साधारण आहे.,Neutral,व्यवसाय
3520,"हे घड्याळ खूप छान आहे, माझा अनुभव चांगले होता.",Positive,ऑनलाइन व्यापार
3521,"ही खुर्ची खूप कंटाळवाणा आहे, माझा अनुभव खूप वाईट होता.",Negative,ऑनलाइन व्यापार
3522,"हा पंखा पैसे वाया घालवणारा आहे, मला अजिबात आवडला नाही.",Negative,ऑनलाइन व्यापार
3523,"हे दप्तर मनमोहक आहे, वापरताना आनंद मिळतो.",Positive,शिक्षण
3524,"हे पाकीट दर्जेदार आहे, माझ्या अपेक्षेपेक्षा चांगले निघाले.",Positive,ऑनलाइन व्यापार
3525,"ही कंपनी बकवास आहे, सतत बिघडत असतो.",Negative,व्यवसाय
3526,"ही खुर्ची वाखाणण्याजोगा आहे, सर्वांनाच आवडेल.",Positive,ऑनलाइन व्यापार
3527,"ही बॅग सर्वोत्कृष्ट आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
3528,"हे जॅकेट खूपच चांगले आहे, सर्वांनाच आवडेल.",Positive,ऑनलाइन व्यापार
3529,ही बॅग काहीसा वेगळा असल्याचे पाहायला मिळते.,Neutral,ऑनलाइन व्यापार
3530,"ही टोपी निराशाजनक आहे, कृपया यापासून दूर राहा.",Negative,ऑनलाइन व्यापार
3531,"ही कविता एकदम भारी आहे, त्यामुळे मी खुश आहे.",Positive,मनोरंजन
3532,"हे घर अत्यंत सुंदर आहे, माझ्या अपेक्षेपेक्षा चांगले निघाले.",Positive,स्थावर मालमत्ता
3533,"ही छत्री खूपच चांगली आहे, त्यामुळे मी खुश आहे.",Positive,ऑनलाइन व्यापार
3534,"ही शाळा अचूक आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,शिक्षण
3535,"हा कॅमेरा अतिशय निरुपयोगी आहे, मी अजिबात समाधानी नाही.",Negative,तंत्रज्ञान
3536,"ही कादंबरी भरवशाचा आहे, सर्वांनाच आवडेल.",Positive,मनोरंजन
3537,"ही कंपनी कमकुवत आहे, माझा अनुभव खूप वाईट होता.",Negative,व्यवसाय
3538,हे हॉटेल ठीक आहे.,Neutral,प्रवास
3539,हे स्मार्टवॉच पांढऱ्या रंगाचे असून सर्वांना परिचयाचा आहे.,Neutral,तंत्रज्ञान
3540,ही छत्री विदेशी असून आजच बाजारात आला आहे.,Neutral,ऑनलाइन व्यापार
3541,ही योजना मोठा असून सर्वांना परिचयाचा आहे.,Neutral,सरकारी सेवा
3542,"हा सोफा खराब आहे, सतत बिघडत असतो.",Negative,ऑनलाइन व्यापार
3543,हे कपाट स्थानिक असा आहे.,Neutral,ऑनलाइन व्यापार
3544,"हा टी-शर्ट बकवास आहे, मी अजिबात समाधानी नाही.",Negative,ऑनलाइन व्यापार
3545,"ही सायकल तक्रार करण्याजोगा आहे, पैसे पूर्ण वाया गेले.",Negative,वाहतूक
3546,हा डबा जुना असल्याची माहिती मिळाली आहे.,Neutral,ऑनलाइन व्यापार
3547,"हे घड्याळ अतिशय निरुपयोगी आहे, माझा अनुभव खूप वाईट होता.",Negative,ऑनलाइन व्यापार
3548,"हा खेळ खूप वेगाने चालणारा आहे, वापरताना आनंद मिळतो.",Positive,क्रीडा
3549,"ही बस कमकुवत आहे, कोणीही घेऊ नका.",Negative,वाहतूक
3550,हा सोफा पांढऱ्या रंगाचा दिसतो.,Neutral,ऑनलाइन व्यापार
3551,"ही कथा खूप उपयुक्त आहे, मी पूर्णपणे समाधानी आहे.",Positive,मनोरंजन
3552,"हा चित्रपट खूप वाईट आहे, त्यामुळे मी निराश झालो.",Negative,मनोरंजन
3553,"हे जॅकेट सर्वोत्कृष्ट आहे, नक्की खरेदी करा.",Positive,ऑनलाइन व्यापार
3554,ही बाटली सरासरी असल्याची माहिती मिळाली आहे.,Neutral,ऑनलाइन व्यापार
3555,"हे चित्र खूप महाग आहे, त्यामुळे मी निराश झालो.",Negative,मनोरंजन
3556,"हा पेन खूप उपयुक्त आहे, माझा अनुभव चांगला होता.",Positive,शिक्षण
3557,"ही कंपनी निराशाजनक आहे, मी अजिबात समाधानी नाही.",Negative,व्यवसाय
3558,"हे घर मनमोहक आहे, मी पूर्णपणे समाधानी आहे.",Positive,स्थावर मालमत्ता
3559,ही बॅग स्वस्त असून सर्वांना परिचयाचा आहे.,Neutral,ऑनलाइन व्यापार
3560,"हे नाटक मस्त आहे, मी पूर्णपणे समाधानी आहे.",Positive,मनोरंजन
3561,"हे दप्तर अतिशय निरुपयोगी आहे, मला अजिबात आवडले नाही.",Negative,शिक्षण
3562,ही सायकल जुना असा आहे.,Neutral,वाहतूक
3563,"हा अभ्यासक्रम खराब आहे, सतत बिघडत असतो.",Negative,शिक्षण
3564,हा कॅमेरा पांढऱ्या रंगाचा असल्याची माहिती मिळाली आहे.,Neutral,तंत्रज्ञान
3565,"हा प्रकल्प अत्यंत सुंदर आहे, पैशाचे चीज झाले.",Positive,शिक्षण
3566,हा कॅमेरा विदेशी असल्याचे समजते.,Neutral,तंत्रज्ञान
3567,"हे पुस्तक अतिशय दर्जेदार आहे, मला खूप आवडले.",Positive,शिक्षण
3568,ही कार काहीसा वेगळा असा आहे.,Neutral,वाहतूक
3569,हा पंखा महाग असून आजच बाजारात आला आहे.,Neutral,ऑनलाइन व्यापार
3570,"ही खुर्ची आकर्षक आहे, माझ्या अपेक्षेपेक्षा चांगली निघाली.",Positive,ऑनलाइन व्यापार
3571,हा मोबाईल ठीकठाक असा आहे.,Neutral,तंत्रज्ञान
3572,"हा प्रकल्प किफायतशीर आहे, पैशाचे चीज झाले.",Positive,शिक्षण
3573,"ही कंपनी दर्जेदार आहे, नक्की खरेदी करा.",Positive,व्यवसाय
3574,"हे अॅप लाजवाब आहे, वापरताना आनंद मिळतो.",Positive,तंत्रज्ञान
3575,"ही खुर्ची खूप सदोष आहे, वापरणे खूप कठीण जाते.",Negative,ऑनलाइन व्यापार
3576,"हे जॅकेट कुचकामी आहे, सतत बिघडत असतो.",Negative,ऑनलाइन व्यापार
3577,"ही शाळा खूप सुंदर आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,शिक्षण
3578,"ही बॅग अतिशय उपयोगी आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,ऑनलाइन व्यापार
3579,"हा शर्ट खराब आहे, सतत बिघडत असतो.",Negative,ऑनलाइन व्यापार
3580,"हे गाणे अत्यंत सुंदर आहे, सर्वांनाच आवडेल.",Positive,मनोरंजन
3581,"हा चष्मा खूप सुंदर आहे, मला खूप आवडला.",Positive,ऑनलाइन व्यापार
3582,हा चार्जर सरासरी माझ्याकडे आहे.,Neutral,तंत्रज्ञान
3583,"हे पत्र खराब आहे, माझा अनुभव खूप वाईट होता.",Negative,संवाद
3584,"हा डबा खूप छान आहे, मला खूप आवडला.",Positive,ऑनलाइन व्यापार
3585,"ही कार अत्यंत संथ आहे, मी अजिबात समाधानी नाही.",Negative,वाहतूक
3586,ही कादंबरी उपलब्ध असून आजच बाजारात आला आहे.,Neutral,मनोरंजन
3587,"हे स्मार्टवॉच मस्त आहे, माझा अनुभव चांगले होता.",Positive,तंत्रज्ञान
3588,"हा पेन अजिबात चांगला नाही आहे, मी अजिबात समाधानी नाही.",Negative,शिक्षण
3589,"ही छत्री निकृष्ट दर्जाचा आहे, कोणीही घेऊ नका.",Negative,ऑनलाइन व्यापार
